country_region,date,confirmed_cases
Ukraine,2020-01-25,0
Ukraine,2020-01-26,0
Ukraine,2020-01-27,0
Ukraine,2020-01-28,0
Ukraine,2020-01-29,0
Ukraine,2020-01-30,0
Ukraine,2020-01-31,0
Ukraine,2020-02-01,0
Ukraine,2020-02-02,0
Ukraine,2020-02-03,0
Ukraine,2020-02-04,0
Ukraine,2020-02-05,0
Ukraine,2020-02-06,0
Ukraine,2020-02-07,0
Ukraine,2020-02-08,0
Ukraine,2020-02-09,0
Ukraine,2020-02-10,0
Ukraine,2020-02-11,0
Ukraine,2020-02-12,0
Ukraine,2020-02-13,0
Ukraine,2020-02-14,0
Ukraine,2020-02-15,0
Ukraine,2020-02-16,0
Ukraine,2020-02-17,0
Ukraine,2020-02-18,0
Ukraine,2020-02-19,0
Ukraine,2020-02-20,0
Ukraine,2020-02-21,0
Ukraine,2020-02-22,0
Ukraine,2020-02-23,0
Ukraine,2020-02-24,0
Ukraine,2020-02-25,0
Ukraine,2020-02-26,0
Ukraine,2020-02-27,0
Ukraine,2020-02-28,0
Ukraine,2020-02-29,0
Ukraine,2020-03-01,0
Ukraine,2020-03-02,0
Ukraine,2020-03-03,1
Ukraine,2020-03-04,1
Ukraine,2020-03-05,1
Ukraine,2020-03-06,1
Ukraine,2020-03-07,1
Ukraine,2020-03-08,1
Ukraine,2020-03-09,1
Ukraine,2020-03-10,1
Ukraine,2020-03-11,1
Ukraine,2020-03-12,1
Ukraine,2020-03-13,3
Ukraine,2020-03-14,3
Ukraine,2020-03-15,3
Ukraine,2020-03-16,7
Ukraine,2020-03-17,14
Ukraine,2020-03-18,14
Ukraine,2020-03-19,16
Ukraine,2020-03-20,29
Ukraine,2020-03-21,47
Ukraine,2020-03-22,73
Ukraine,2020-03-23,73
Ukraine,2020-03-24,97
Ukraine,2020-03-25,145
Ukraine,2020-03-26,196
Ukraine,2020-03-27,310
Ukraine,2020-03-28,356
Ukraine,2020-03-29,475
Ukraine,2020-03-30,548
Ukraine,2020-03-31,645
Ukraine,2020-04-01,794
Ukraine,2020-04-02,897
Ukraine,2020-04-03,1072
Ukraine,2020-04-04,1225
Ukraine,2020-04-05,1308
Ukraine,2020-04-06,1319
Ukraine,2020-04-07,1462
Ukraine,2020-04-08,1668
Ukraine,2020-04-09,1892
Ukraine,2020-04-10,2203
Ukraine,2020-04-11,2511
Ukraine,2020-04-12,2777
Ukraine,2020-04-13,3102
Ukraine,2020-04-14,3372
Ukraine,2020-04-15,3764
Ukraine,2020-04-16,4161
Ukraine,2020-04-17,4662
Ukraine,2020-04-18,5106
Ukraine,2020-04-19,5449
Ukraine,2020-04-20,5710
Ukraine,2020-04-21,6125
Ukraine,2020-04-22,6592
Ukraine,2020-04-23,7170
Ukraine,2020-04-24,7647
Ukraine,2020-04-25,8125
Ukraine,2020-04-26,8617
Ukraine,2020-04-27,9009
Ukraine,2020-04-28,9410
Ukraine,2020-04-29,9866
Ukraine,2020-04-30,10406
Ukraine,2020-05-01,10861
Ukraine,2020-05-02,11411
Ukraine,2020-05-03,11913
Ukraine,2020-05-04,12331
Ukraine,2020-05-05,12697
Ukraine,2020-05-06,13184
Ukraine,2020-05-07,13691
Ukraine,2020-05-08,14195
Ukraine,2020-05-09,14710
Ukraine,2020-05-10,15232
Ukraine,2020-05-11,15648
Ukraine,2020-05-12,16023
Ukraine,2020-05-13,16425
Ukraine,2020-05-14,16847
Ukraine,2020-05-15,17330
Ukraine,2020-05-16,17858
Ukraine,2020-05-17,18291
Ukraine,2020-05-18,18616
Ukraine,2020-05-19,18876
Ukraine,2020-05-20,19230
Ukraine,2020-05-21,19706
Ukraine,2020-05-22,20148
Ukraine,2020-05-23,20580
Ukraine,2020-05-24,20986
Ukraine,2020-05-25,21245
Ukraine,2020-05-26,21584
Ukraine,2020-05-27,21905
Ukraine,2020-05-28,22382
Ukraine,2020-05-29,22811
Ukraine,2020-05-30,23204
Ukraine,2020-05-31,23672
Ukraine,2020-06-01,24562
Ukraine,2020-06-02,24895
Ukraine,2020-06-03,25385
Ukraine,2020-06-04,25981
Ukraine,2020-06-05,26542
Ukraine,2020-06-06,27101
Ukraine,2020-06-07,27599
Ukraine,2020-06-08,28077
Ukraine,2020-06-09,28479
Ukraine,2020-06-10,29015
Ukraine,2020-06-11,29706
Ukraine,2020-06-12,30415
Ukraine,2020-06-13,31177
Ukraine,2020-06-14,31851
Ukraine,2020-06-15,32536
Ukraine,2020-06-16,33209
Ukraine,2020-06-17,33986
Ukraine,2020-06-18,34833
Ukraine,2020-06-19,35755
Ukraine,2020-06-20,36615
Ukraine,2020-06-21,37361
Ukraine,2020-06-22,38056
Ukraine,2020-06-23,38901
Ukraine,2020-06-24,39852
Ukraine,2020-06-25,40854
Ukraine,2020-06-26,41975
Ukraine,2020-06-27,42932
Ukraine,2020-06-28,43856
Ukraine,2020-06-29,44538
Ukraine,2020-06-30,45254
Ukraine,2020-07-01,45924
Ukraine,2020-07-02,46821
Ukraine,2020-07-03,47705
Ukraine,2020-07-04,48628
Ukraine,2020-07-05,49468
Ukraine,2020-07-06,50053
Ukraine,2020-07-07,50622
Ukraine,2020-07-08,51457
Ukraine,2020-07-09,52285
Ukraine,2020-07-10,53116
Ukraine,2020-07-11,53941
Ukraine,2020-07-12,54647
Ukraine,2020-07-13,55285
Ukraine,2020-07-14,55931
Ukraine,2020-07-15,56779
Ukraine,2020-07-16,57640
Ukraine,2020-07-17,58466
Ukraine,2020-07-18,59333
Ukraine,2020-07-19,60077
Ukraine,2020-07-20,60767
Ukraine,2020-07-21,61454
Ukraine,2020-07-22,62295
Ukraine,2020-07-23,63169
Ukraine,2020-07-24,64173
Ukraine,2020-07-25,65317
Ukraine,2020-07-26,66261
Ukraine,2020-07-27,67096
Ukraine,2020-07-28,68030
Ukraine,2020-07-29,69078
Ukraine,2020-07-30,70300
Ukraine,2020-07-31,71404
Ukraine,2020-08-01,72609
Ukraine,2020-08-02,73761
Ukraine,2020-08-03,74781
Ukraine,2020-08-04,75880
Ukraine,2020-08-05,77169
Ukraine,2020-08-06,78515
Ukraine,2020-08-07,80018
Ukraine,2020-08-08,81534
Ukraine,2020-08-09,82767
Ukraine,2020-08-10,83812
Ukraine,2020-08-11,85023
Ukraine,2020-08-12,86504
Ukraine,2020-08-13,88136
Ukraine,2020-08-14,89917
Ukraine,2020-08-15,91795
Ukraine,2020-08-16,93490
Ukraine,2020-08-17,95007
Ukraine,2020-08-18,96653
Ukraine,2020-08-19,98658
Ukraine,2020-08-20,100810
Ukraine,2020-08-21,102948
Ukraine,2020-08-22,105337
Ukraine,2020-08-23,107379
Ukraine,2020-08-24,109234
Ukraine,2020-08-25,110949
Ukraine,2020-08-26,112653
Ukraine,2020-08-27,114663
Ukraine,2020-08-28,117172
Ukraine,2020-08-29,119751
Ukraine,2020-08-30,121930
Ukraine,2020-08-31,124132
Ukraine,2020-09-01,126279
Ukraine,2020-09-02,128833
Ukraine,2020-09-03,131300
Ukraine,2020-09-04,134069
Ukraine,2020-09-05,136966
Ukraine,2020-09-06,139171
Ukraine,2020-09-07,141424
Ukraine,2020-09-08,143914
Ukraine,2020-09-09,146511
Ukraine,2020-09-10,149146
Ukraine,2020-09-11,152373
Ukraine,2020-09-12,155558
Ukraine,2020-09-13,158122
Ukraine,2020-09-14,160679
Ukraine,2020-09-15,163678
Ukraine,2020-09-16,166694
Ukraine,2020-09-17,170373
Ukraine,2020-09-18,173703
Ukraine,2020-09-19,177048
Ukraine,2020-09-20,180119
Ukraine,2020-09-21,182900
Ukraine,2020-09-22,185890
Ukraine,2020-09-23,189488
Ukraine,2020-09-24,192966
Ukraine,2020-09-25,196631
